time,battery,batt_needed_rth,batt_needed_land,remaining_time,time_rth,time_land,total_time,distance,altitude,max_radius,flight_mode,rth_status
22.4,36,21,10,294,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
23.4,35,21,10,310,3,49,52,294.5,114.4,0.0,GPS_NORMAL,N/A
24.4,35,21,10,327,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
25.4,35,21,10,353,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
26.4,35,21,10,368,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
27.4,35,21,10,368,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
28.4,35,21,10,375,3,49,52,294.5,114.5,0.0,GPS_NORMAL,N/A
29.4,35,21,10,375,3,49,52,294.3,114.5,0.0,GPS_NORMAL,N/A
30.4,34,21,10,375,3,49,52,294.4,114.5,0.0,GPS_NORMAL,N/A
31.4,34,21,10,375,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
32.4,34,21,10,375,3,49,52,294.3,114.5,0.0,GPS_NORMAL,N/A
33.5,34,21,10,352,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
34.5,34,21,10,350,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
35.5,34,21,10,357,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
36.5,34,21,10,357,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
37.5,34,21,10,357,3,49,52,294.4,114.4,0.0,GPS_NORMAL,N/A
38.5,34,22,10,379,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
39.5,34,22,10,387,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
40.5,33,22,10,386,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
41.5,33,22,10,386,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
42.5,33,22,10,383,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
43.5,33,22,10,383,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
44.5,33,22,10,370,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
45.5,33,22,10,361,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
46.5,33,22,10,361,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
47.5,32,22,10,350,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
48.5,32,22,10,341,4,49,53,294.3,114.5,0.0,GPS_NORMAL,N/A
49.5,32,22,10,341,4,49,53,294.3,114.5,0.0,GPS_NORMAL,N/A
50.5,32,22,10,337,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
51.5,32,22,10,337,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
52.5,32,22,10,351,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
53.5,32,22,10,358,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
54.5,32,22,10,358,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
55.5,32,22,10,358,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
56.5,31,22,10,363,4,49,53,294.3,114.5,0.0,GPS_NORMAL,N/A
57.5,31,22,10,363,4,49,53,294.2,114.5,0.0,GPS_NORMAL,N/A
58.5,31,23,10,361,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
59.5,31,23,10,360,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
60.5,31,23,10,360,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
61.5,31,23,10,360,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
62.5,31,23,10,375,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
63.6,31,23,10,384,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
64.6,31,23,10,394,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
65.6,30,23,10,394,4,49,53,294.2,114.5,0.0,GPS_NORMAL,N/A
66.6,30,23,10,379,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
67.6,30,23,10,379,4,49,53,294.2,114.3,0.0,GPS_NORMAL,N/A
68.6,30,23,10,379,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
69.6,30,23,10,322,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
70.6,30,23,10,313,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
71.6,30,23,10,305,4,49,53,294.4,114.2,0.0,GPS_NORMAL,N/A
72.6,30,23,10,297,4,49,53,294.3,114.3,0.0,GPS_NORMAL,N/A
73.6,30,23,10,297,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
74.6,29,23,10,297,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
75.6,29,23,10,297,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
76.6,29,23,10,297,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
77.6,29,23,10,251,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
78.6,29,23,10,251,4,49,53,294.5,114.3,0.0,GPS_NORMAL,N/A
79.6,29,24,10,244,4,49,53,294.4,114.3,0.0,GPS_NORMAL,N/A
80.6,28,24,10,244,4,49,53,294.3,114.3,0.0,GPS_NORMAL,N/A
81.6,28,24,10,246,4,49,53,294.2,114.5,0.0,GPS_NORMAL,N/A
82.6,28,24,10,245,4,49,53,294.2,114.5,0.0,GPS_NORMAL,N/A
83.6,28,24,10,243,4,49,53,294.2,114.5,0.0,GPS_NORMAL,N/A
84.6,28,24,10,243,4,49,53,294.2,114.4,0.0,GPS_NORMAL,N/A
85.6,28,24,10,243,4,49,53,294.4,114.3,0.0,GPS_NORMAL,N/A
86.6,28,24,10,243,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
87.6,27,24,10,239,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
88.6,27,24,10,239,4,49,53,294.4,114.4,0.0,GPS_NORMAL,N/A
89.6,27,24,10,251,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
90.6,27,24,10,251,4,49,53,294.3,114.4,0.0,GPS_NORMAL,N/A
91.6,27,24,10,263,4,49,53,294.2,114.5,0.0,GPS_NORMAL,N/A
92.6,27,24,10,262,4,49,53,294.3,114.5,0.0,GPS_NORMAL,N/A
93.7,26,24,10,262,4,49,53,294.2,114.5,0.0,GO_HOME,N/A
94.7,26,24,10,262,4,49,53,294.3,114.5,0.0,GO_HOME,N/A
95.7,26,24,10,262,4,49,53,294.7,114.4,0.0,GO_HOME,N/A
96.7,26,24,7,247,4,49,53,295.0,114.5,0.0,GO_HOME,N/A
97.7,26,24,7,247,4,49,53,295.1,114.4,0.0,GO_HOME,N/A
98.7,26,24,7,247,4,49,53,293.7,114.4,0.0,GO_HOME,N/A
99.7,26,24,7,247,4,49,53,292.4,114.4,0.0,GO_HOME,N/A
100.7,26,25,7,291,4,49,53,289.6,114.4,0.0,GO_HOME,N/A
101.7,26,25,7,291,4,49,53,286.5,114.4,0.0,GO_HOME,N/A
102.7,26,25,7,291,4,49,53,282.4,114.5,0.0,GO_HOME,N/A
103.7,26,25,7,291,4,49,53,277.7,114.4,0.0,GO_HOME,N/A
104.7,25,25,7,335,4,49,53,274.6,114.5,0.0,GO_HOME,N/A
105.7,25,25,7,335,4,49,53,270.7,114.5,0.0,GO_HOME,N/A
106.7,25,25,7,335,4,49,53,265.9,114.5,0.0,GO_HOME,N/A
107.7,25,25,7,335,4,49,53,259.8,114.5,0.0,GO_HOME,N/A
108.7,25,25,7,335,4,49,53,254.0,114.5,0.0,GO_HOME,N/A
109.7,25,25,7,335,4,49,53,247.9,114.5,0.0,GO_HOME,N/A
110.7,25,25,7,335,4,49,53,243.7,114.5,0.0,GO_HOME,N/A
111.7,24,25,7,335,4,49,53,240.5,114.3,0.0,GO_HOME,N/A
112.7,24,25,7,335,4,49,53,236.5,114.5,0.0,GO_HOME,N/A
113.7,24,24,7,232,4,49,53,232.1,114.5,0.0,GO_HOME,N/A
114.7,24,24,7,232,4,49,53,226.7,114.5,0.0,GO_HOME,N/A
115.7,24,24,7,216,63,49,112,221.4,114.5,0.0,GO_HOME,N/A
116.8,24,24,7,216,63,49,112,217.2,114.4,0.0,GO_HOME,N/A
117.8,23,24,7,216,63,49,112,212.4,114.5,0.0,GO_HOME,N/A
118.8,23,24,7,216,63,49,112,209.0,114.5,0.0,GO_HOME,N/A
119.8,23,24,7,216,63,49,112,205.1,114.5,0.0,GO_HOME,N/A
120.8,23,24,7,216,63,49,112,201.3,114.5,0.0,GO_HOME,N/A
121.8,23,24,7,216,63,49,112,197.6,114.5,0.0,GO_HOME,N/A
122.8,23,24,7,216,63,49,112,195.2,114.4,0.0,GO_HOME,N/A
123.8,23,24,7,216,63,49,112,193.5,114.5,0.0,GO_HOME,N/A
124.8,23,24,7,216,63,49,112,192.4,114.5,0.0,GO_HOME,N/A
125.8,22,23,7,207,4,49,53,191.8,114.5,0.0,GO_HOME,N/A
126.8,22,23,7,207,4,49,53,192.0,114.4,0.0,GO_HOME,N/A
127.8,22,23,7,207,4,49,53,192.8,114.4,0.0,GO_HOME,N/A
128.8,22,23,7,191,4,49,53,193.8,114.4,0.0,GO_HOME,N/A
129.8,22,23,7,186,4,49,53,195.0,114.4,0.0,GO_HOME,N/A
131.5,22,23,7,186,4,49,53,196.0,114.4,0.0,GO_HOME,N/A
132.5,21,23,7,186,4,49,53,197.1,114.5,0.0,GO_HOME,N/A
133.5,21,23,7,186,4,49,53,198.2,114.5,0.0,GO_HOME,N/A
134.5,21,23,7,159,4,49,53,199.2,114.4,0.0,GO_HOME,N/A
135.5,21,23,7,159,4,49,53,200.8,114.2,0.0,GO_HOME,N/A
136.5,20,24,7,148,4,49,53,202.5,114.2,0.0,GO_HOME,N/A
137.5,20,24,7,145,4,49,53,204.2,114.6,0.0,GO_HOME,N/A
138.5,20,24,7,141,4,49,53,206.0,114.5,0.0,GO_HOME,N/A
139.5,20,24,7,141,4,49,53,207.5,114.5,0.0,GO_HOME,N/A
140.5,20,24,7,136,4,49,53,208.8,114.5,0.0,GO_HOME,N/A
141.5,20,24,7,136,4,49,53,209.8,114.4,0.0,GO_HOME,N/A
142.5,20,24,7,136,4,49,53,210.9,114.4,0.0,GO_HOME,N/A
143.5,19,24,7,139,4,49,53,211.7,114.5,0.0,GO_HOME,N/A
144.6,19,24,7,145,4,49,53,212.5,114.5,0.0,GO_HOME,N/A
145.6,19,24,7,145,4,49,53,213.7,114.5,0.0,GO_HOME,N/A
146.6,19,24,7,159,4,49,53,214.7,114.5,0.0,GO_HOME,N/A
147.6,19,24,7,167,4,49,53,215.6,114.5,0.0,GO_HOME,N/A
148.6,19,24,7,177,4,49,53,216.0,114.5,0.0,GO_HOME,N/A
149.6,19,24,7,183,4,49,53,216.9,114.5,0.0,GO_HOME,N/A
150.6,18,24,7,185,4,49,53,217.9,114.5,0.0,GO_HOME,N/A
151.6,18,24,7,188,4,49,53,218.6,114.5,0.0,GO_HOME,N/A
152.6,18,24,7,188,4,49,53,219.2,114.4,0.0,GO_HOME,N/A
153.6,18,24,7,188,4,49,53,220.0,114.5,0.0,GO_HOME,N/A
154.6,18,24,7,188,4,49,53,220.9,114.4,0.0,GO_HOME,N/A
155.6,18,24,7,182,4,49,53,221.8,114.4,0.0,GO_HOME,N/A
156.6,18,24,7,182,4,49,53,222.5,114.5,0.0,GO_HOME,N/A
157.6,17,25,7,176,4,49,53,223.0,114.4,0.0,GO_HOME,N/A
158.6,17,25,7,170,4,49,53,223.1,114.6,0.0,GO_HOME,N/A
159.6,17,25,8,162,4,49,53,223.2,114.6,0.0,GO_HOME,N/A
160.6,17,25,8,154,4,49,53,223.3,114.5,0.0,GO_HOME,N/A
161.6,17,25,8,144,4,49,53,222.9,114.5,0.0,GO_HOME,N/A
162.6,17,25,8,137,4,49,53,223.2,114.5,0.0,GO_HOME,N/A
163.6,17,25,8,133,4,49,53,223.4,114.4,0.0,GO_HOME,N/A
164.6,17,25,8,132,4,49,53,223.0,114.5,0.0,GO_HOME,N/A
165.6,16,25,8,132,4,49,53,222.5,114.5,0.0,GO_HOME,N/A
166.6,16,25,8,140,4,49,53,222.1,114.4,0.0,GO_HOME,N/A
167.6,16,25,8,149,4,49,53,221.4,114.6,0.0,GO_HOME,N/A
168.6,16,25,8,149,4,49,53,222.0,114.4,0.0,GO_HOME,N/A
169.6,16,25,8,170,4,49,53,221.7,114.5,0.0,GO_HOME,N/A
170.6,16,25,8,183,4,49,53,221.0,114.5,0.0,GO_HOME,N/A
171.6,16,25,8,190,4,49,53,219.8,114.5,0.0,GO_HOME,N/A
172.7,16,25,8,200,4,49,53,218.4,114.4,0.0,GO_HOME,N/A
173.7,16,25,8,204,4,49,53,216.7,114.4,0.0,GO_HOME,N/A
174.7,15,25,8,203,4,49,53,215.2,114.5,0.0,GO_HOME,N/A
175.7,15,25,8,201,4,49,53,213.0,114.5,0.0,GO_HOME,N/A
176.7,15,25,8,194,4,49,53,210.3,114.5,0.0,GO_HOME,N/A
177.7,15,25,8,187,4,49,53,206.8,114.5,0.0,GO_HOME,N/A
178.7,15,25,8,176,4,49,53,204.5,114.4,0.0,GO_HOME,N/A
179.7,15,25,8,165,4,49,53,201.8,114.5,0.0,GO_HOME,N/A
180.7,15,25,8,165,4,49,53,200.6,114.5,0.0,GO_HOME,N/A
181.7,14,25,8,165,4,49,53,200.1,114.4,0.0,GO_HOME,N/A
182.7,14,25,8,143,4,49,53,200.8,114.4,0.0,GO_HOME,N/A
183.7,14,25,8,139,4,49,53,201.7,114.5,0.0,GO_HOME,N/A
184.7,14,25,8,139,4,49,53,202.8,114.4,0.0,GO_HOME,N/A
185.7,14,25,8,130,4,49,53,204.1,113.8,0.0,GO_HOME,N/A
186.7,13,25,8,124,4,48,52,205.8,112.8,0.0,GO_HOME,N/A
187.7,13,25,11,119,4,48,52,206.9,112.0,0.0,GPS_SPORT,N/A
188.7,13,25,11,114,4,48,52,208.3,111.6,0.0,GPS_SPORT,N/A
189.7,13,25,11,108,4,48,52,209.3,111.5,0.0,GPS_SPORT,N/A
190.7,13,25,11,101,4,48,52,209.8,111.8,0.0,GPS_SPORT,N/A
191.7,13,25,11,101,4,48,52,210.3,112.2,0.0,GPS_SPORT,N/A
192.7,13,25,11,101,4,48,52,210.5,112.4,0.0,GPS_SPORT,N/A
193.7,12,25,11,101,4,48,52,210.7,112.6,0.0,GPS_SPORT,N/A
194.7,12,26,11,86,4,48,52,211.1,111.6,0.0,GPS_SPORT,N/A
195.7,12,26,11,85,4,48,52,211.2,105.0,0.0,GPS_SPORT,N/A
196.7,12,26,11,85,4,48,52,210.5,100.7,0.0,GPS_SPORT,N/A
197.7,12,25,11,87,4,46,50,210.9,99.1,0.0,GPS_SPORT,N/A
198.7,12,25,11,87,4,46,50,211.2,96.2,0.0,GPS_SPORT,N/A
199.8,12,26,11,97,4,45,49,211.2,91.5,0.0,GPS_SPORT,N/A
200.8,12,25,11,106,4,44,48,211.1,86.0,0.0,GPS_SPORT,N/A
201.8,12,25,11,106,4,44,48,211.0,81.0,0.0,GPS_SPORT,N/A
202.8,12,25,11,138,4,43,47,210.5,76.0,0.0,AUTO_LANDING,N/A
203.8,12,26,10,159,4,42,46,210.6,71.9,0.0,AUTO_LANDING,N/A
204.8,12,26,10,186,4,41,45,210.8,66.7,0.0,AUTO_LANDING,N/A
205.8,12,26,10,186,4,41,45,210.7,62.1,0.0,AUTO_LANDING,N/A
206.8,11,26,10,233,5,40,45,210.6,58.2,0.0,AUTO_LANDING,N/A
207.8,11,26,10,243,5,39,44,210.4,52.8,0.0,AUTO_LANDING,N/A
208.8,11,26,10,242,5,38,43,210.4,48.7,0.0,AUTO_LANDING,N/A
209.8,11,26,10,242,5,38,43,210.5,43.7,0.0,AUTO_LANDING,N/A
210.8,11,26,10,242,5,38,43,210.6,38.3,0.0,AUTO_LANDING,N/A
211.8,11,26,10,242,5,38,43,210.4,33.2,0.0,AUTO_LANDING,N/A
212.8,11,26,10,242,5,38,43,210.5,27.7,0.0,AUTO_LANDING,N/A
213.8,11,26,10,242,5,38,43,210.4,23.8,0.0,AUTO_LANDING,N/A
214.8,11,26,10,242,5,38,43,210.5,18.1,0.0,AUTO_LANDING,N/A
215.8,11,27,10,194,5,32,37,210.6,12.9,0.0,AUTO_LANDING,N/A
216.8,11,27,10,201,5,31,36,210.5,8.7,0.0,AUTO_LANDING,N/A
217.8,11,27,10,201,5,31,36,210.6,7.2,0.0,AUTO_LANDING,N/A
218.8,11,27,10,201,5,31,36,210.8,6.1,0.0,AUTO_LANDING,N/A
219.8,11,27,10,227,5,30,35,210.7,5.3,0.0,AUTO_LANDING,N/A
220.8,10,27,10,227,5,30,35,210.7,5.2,0.0,AUTO_LANDING,N/A
221.8,10,27,10,227,5,30,35,210.7,4.9,0.0,AUTO_LANDING,N/A
222.8,10,27,10,227,5,30,35,210.7,4.7,0.0,AUTO_LANDING,N/A
223.8,10,27,10,227,5,30,35,210.7,4.5,0.0,AUTO_LANDING,N/A
224.8,10,27,10,227,5,30,35,210.7,4.3,0.0,AUTO_LANDING,N/A
225.8,10,27,10,189,5,30,35,210.7,4.2,0.0,AUTO_LANDING,N/A
226.8,10,27,10,189,5,30,35,210.7,4.0,0.0,AUTO_LANDING,N/A
227.8,10,27,10,189,5,30,35,210.7,3.8,0.0,AUTO_LANDING,N/A
228.9,10,27,10,189,5,30,35,210.7,3.6,0.0,AUTO_LANDING,N/A
229.9,10,27,10,189,5,30,35,210.8,3.9,0.0,AUTO_LANDING,N/A
230.9,10,27,10,189,5,30,35,210.8,4.4,0.0,AUTO_LANDING,N/A
231.9,10,27,10,189,5,30,35,209.1,4.3,0.0,AUTO_LANDING,N/A
232.9,9,27,10,189,5,30,35,205.8,4.4,0.0,AUTO_LANDING,N/A
233.9,9,27,10,189,5,30,35,201.9,4.3,0.0,AUTO_LANDING,N/A
234.9,9,26,10,162,5,30,35,198.9,4.2,0.0,AUTO_LANDING,N/A
235.9,9,26,10,162,5,30,35,191.1,3.9,0.0,AUTO_LANDING,N/A
236.9,9,26,10,162,5,30,35,184.5,3.7,0.0,AUTO_LANDING,N/A
237.9,9,26,10,162,5,30,35,179.4,3.5,0.0,AUTO_LANDING,N/A
238.9,9,26,10,162,5,30,35,174.0,3.3,0.0,AUTO_LANDING,N/A
239.9,9,26,10,162,5,30,35,169.9,3.1,0.0,AUTO_LANDING,N/A
240.9,9,26,10,162,5,30,35,166.2,2.9,0.0,AUTO_LANDING,N/A
241.9,9,26,10,162,5,30,35,161.4,2.7,0.0,AUTO_LANDING,N/A
242.9,9,26,10,162,5,30,35,157.3,2.5,0.0,AUTO_LANDING,N/A
243.9,9,24,9,134,4,30,34,153.5,2.2,0.0,AUTO_LANDING,N/A
244.9,9,24,9,134,4,30,34,150.3,2.0,0.0,AUTO_LANDING,N/A
245.9,8,24,9,141,4,30,34,146.4,1.8,0.0,AUTO_LANDING,N/A
246.9,8,24,9,145,4,30,34,143.5,1.6,0.0,AUTO_LANDING,N/A
247.9,8,24,9,149,4,30,34,139.5,1.7,0.0,AUTO_LANDING,N/A
248.9,8,24,9,149,4,30,34,135.0,1.6,0.0,AUTO_LANDING,N/A
249.9,8,24,9,146,4,30,34,131.0,1.5,0.0,AUTO_LANDING,N/A
250.9,8,24,9,145,4,30,34,127.2,1.5,0.0,AUTO_LANDING,N/A
251.9,8,24,9,145,4,30,34,124.3,1.6,0.0,AUTO_LANDING,N/A
252.9,8,24,9,145,4,30,34,120.8,1.5,0.0,AUTO_LANDING,N/A
253.9,8,24,9,145,4,30,34,116.7,1.5,0.0,AUTO_LANDING,N/A
254.9,8,24,9,145,4,30,34,112.9,1.5,0.0,AUTO_LANDING,N/A
256.0,8,24,9,145,4,30,34,110.5,1.6,0.0,AUTO_LANDING,N/A
257.0,8,23,9,137,4,30,34,105.7,1.6,0.0,AUTO_LANDING,N/A
258.0,8,23,9,137,4,30,34,101.6,1.7,0.0,AUTO_LANDING,N/A
259.0,7,23,9,137,4,30,34,97.0,1.7,0.0,AUTO_LANDING,N/A
260.0,7,23,9,137,4,30,34,92.3,1.8,0.0,AUTO_LANDING,N/A
261.0,7,23,9,137,4,30,34,87.2,1.7,0.0,AUTO_LANDING,N/A
262.0,7,23,9,137,4,30,34,83.2,2.0,0.0,AUTO_LANDING,N/A
263.0,7,23,9,105,4,30,34,77.9,1.9,0.0,AUTO_LANDING,N/A
264.0,7,23,9,105,4,30,34,73.1,1.9,0.0,AUTO_LANDING,N/A
265.0,7,21,9,102,4,30,34,68.3,2.2,0.0,AUTO_LANDING,N/A
266.0,7,21,9,102,4,30,34,63.2,2.4,0.0,AUTO_LANDING,N/A
267.0,7,21,9,102,4,30,34,58.3,2.6,0.0,AUTO_LANDING,N/A
268.0,7,21,9,98,4,30,34,54.0,2.6,0.0,AUTO_LANDING,N/A
269.0,6,21,9,98,4,30,34,49.0,2.7,0.0,AUTO_LANDING,N/A
270.0,6,21,9,98,4,30,34,44.3,2.7,0.0,AUTO_LANDING,N/A
271.0,6,18,9,94,3,30,33,39.4,2.7,0.0,AUTO_LANDING,N/A
272.0,6,18,9,94,3,30,33,35.2,2.6,0.0,AUTO_LANDING,N/A
273.0,6,18,9,92,3,30,33,30.9,2.8,0.0,AUTO_LANDING,N/A
274.0,6,18,9,92,3,30,33,27.1,2.7,0.0,AUTO_LANDING,N/A
275.0,6,18,9,92,3,30,33,23.2,2.6,0.0,AUTO_LANDING,N/A
276.0,6,18,9,92,3,30,33,19.6,2.4,0.0,AUTO_LANDING,N/A
277.0,6,18,9,92,3,30,33,17.3,2.2,0.0,AUTO_LANDING,N/A
278.0,6,18,9,92,3,30,33,16.3,2.0,0.0,AUTO_LANDING,N/A
279.0,6,18,9,99,3,30,33,16.3,1.8,0.0,AUTO_LANDING,N/A
280.0,6,17,9,101,3,30,33,16.1,0.8,0.0,AUTO_LANDING,N/A
281.0,6,17,9,101,3,30,33,16.1,0.3,0.0,AUTO_LANDING,N/A
282.0,6,17,9,97,3,30,33,16.1,0.1,0.0,AUTO_LANDING,N/A
283.0,5,17,9,94,3,30,33,16.1,0.0,0.0,AUTO_LANDING,N/A
284.1,5,17,9,94,3,30,33,16.1,0.0,0.0,GPS_SPORT,N/A
285.1,5,17,9,0,3,0,3,16.1,0.0,0.0,GPS_SPORT,N/A
